rcvTime,sendTime,sender_id,sender_alias,messageID,attacker,receiver_pos,receiver_pos_noise,receiver_spd,receiver_spd_noise,receiver_acl,receiver_acl_noise,receiver_hed,receiver_hed_noise,receiver_driversProfile,sender_pos,sender_pos_noise,sender_spd,sender_spd_noise,sender_acl,sender_acl_noise,sender_hed,sender_hed_noise,sender_driversProfile,sender_distance_to_road_edge,source_file
12339352404008,12339350911722,veh_3913,8177010316,86949,0,"213553.68247005364,451041.6986878187,0.0","5.0074086041986146,-0.5324884365515266,0.0",54.63088658954734,-0.002204178906644927,-0.08751925600003244,8.168120313201581e-06,315.0971387934336,0.00030875211468571186,AGGRESSIVE,"213355.3370082131,450810.00981882965,0.0","1.193856197605783,-4.80741795886928,0.0",9.84645309327707,-0.0006154983668871239,-0.2546959495637555,0.0,315.5765281019815,-0.7405487981420861,NORMAL,6.053664924229215,veh_4022.json
12339367126579,12339366161741,veh_3954,8702815994,86950,0,"213553.32057015144,451041.7014891865,0.0","4.645508702004208,-0.5296870687519818,0.0",54.63088658954734,-0.002204178906644927,-0.08752742412034564,0.0,315.0971387934336,0.00030875211468571186,AGGRESSIVE,"213451.31709108767,450748.7806065091,0.0","0.5491840927720265,0.7555367375271773,0.0",13.699231511722616,-0.0009382804179089987,0.5097989914007499,0.0,289.64944100211613,-5.05605160167877,NORMAL,2.684085190897857,veh_4022.json
12340352193050,12340350911722,veh_3913,8177010316,86967,0,"213507.95078697463,451070.5060995865,0.0","4.913612852035988,-0.5389773098955104,0.0",54.11246708498078,-0.0021832623627631165,-0.5183501870888897,4.840093378748195e-05,296.5513056844141,0.00032517990918962223,AGGRESSIVE,"213348.1375955337,450817.2282905865,0.0","1.1833506733418107,-5.116198136862482,0.0",10.410430218154106,-0.0006507523813059635,0.5639418708626174,0.0,315.6171349918919,-0.6999419082317377,NORMAL,6.27440947800828,veh_4022.json
12341079796247,12341078722497,veh_3947,5456561635,86978,0,"213461.57628386337,451100.12929242424,0.0","5.068307200094783,-0.4952599421362675,0.0",55.1312469993575,-0.002224366824691515,1.0184815128115927,-0.00025729710320105293,310.72786239179885,0.00029368410441972623,AGGRESSIVE,"213172.3517999188,450998.8194681216,0.0","2.906467117850652,-4.306349305078732,0.0",10.574958686926717,-0.0007259520319724544,0.23276346258353442,0.0,136.2975802124248,-6.729198734589946,NORMAL,2.9928390489463124,veh_4022.json
12341224102837,12341222288348,veh_3854,6505716047,86983,0,"213461.65325072716,451100.1137997141,0.0","5.145274063885841,-0.5107526523163869,0.0",55.1312469993575,-0.002224366824691515,1.0187388099147938,0.0,310.72786239179885,0.00029368410441972623,AGGRESSIVE,"213145.1050773995,451041.3580522054,0.0","-3.488810065947377,-3.7542553504519627,0.0",11.929832839034106,-0.0018775984417445102,-0.1765360177843842,0.0,332.740897396583,3.945966572497877,CAUTIOUS,5.081581559228578,veh_4022.json
12341352160912,12341350911722,veh_3913,8177010316,86985,0,"213461.2919706352,451100.11949596024,0.0","4.783993971935317,-0.5050564061362414,0.0",55.1312469993575,-0.002224366824691515,1.0187388099147938,0.0,310.72786239179885,0.00029368410441972623,AGGRESSIVE,"213341.3618996962,450824.57927982137,0.0","1.2086034378838668,-4.886243075848532,0.0",9.848618059876983,-0.0006156336981995025,-0.5617770395940163,0.0,315.57668840141,-0.7403884991743086,NORMAL,6.097210263003692,veh_4022.json
12342035538891,12342033885090,veh_3980,8704861630,86995,0,"213441.34267079868,451150.0418163878,0.0","5.0248443258934445,-0.5082280435178455,0.0",54.9748683967291,-0.0022180574557779664,-0.1563176655068611,5.4627752625994015e-05,356.59427048266105,0.00029831260425243456,AGGRESSIVE,"213136.1559481792,451046.054335245,0.0","-1.9212686797873242,-4.222394699999621,0.0",11.376104041305764,-0.0006574053207621944,0.21579943485557962,-2.4942791476689763e-05,150.22458840318714,0.9651645400969997,NORMAL,0.8377887501240031,veh_4022.json
12342079943339,12342078722497,veh_3947,5456561635,86996,0,"213441.06477075047,451150.0401304159,0.0","4.746944277681071,-0.50991401539091,0.0",54.9748683967291,-0.0022180574557779664,-0.1563722932594871,0.0,356.59427048266105,0.00029831260425243456,AGGRESSIVE,"213179.46776480478,450990.9397737465,0.0","3.0587349673621946,-4.097896980585875,0.0",10.681673635596585,-0.0007332778226558645,0.10670762287918478,0.0,132.61457678950805,-6.65777480610973,NORMAL,3.2442382786020247,veh_4022.json
12342224222569,12342222288348,veh_3854,6505716047,87001,0,"213441.02706373177,451150.0308332867,0.0","4.709237259002588,-0.519211144586372,0.0",54.9748683967291,-0.0022180574557779664,-0.1563722932594871,0.0,356.59427048266105,0.00029831260425243456,AGGRESSIVE,"213139.15915573807,451051.3374833234,0.0","-3.559203068704586,-3.652148470513271,0.0",11.495813994002823,-0.0018092895963377487,-0.43395053618587554,0.0,333.3746638533778,4.120971720102195,CAUTIOUS,5.072121864228842,veh_4022.json
12342429176606,12342427975798,veh_3986,6710365099,87010,1,"213037.72927575928,451255.79713740316,0.0","1.6581102960931564,0.5234654930831429,0.0",54.9748683967291,-0.0022180574557779664,-0.1563722932594871,0.0,356.59427048266105,0.00029831260425243456,AGGRESSIVE,"213239.48387350628,451326.1225023902,0.0","1.6307334117639736,3.0382302788101803,0.0",35.25637215349505,0.005094060152515567,1.7711439959122828,0.0,101.78044655078071,0.17397277608004663,AGGRESSIVE,-49.57175889788615,veh_4022.json
12343428966911,12343427975798,veh_3986,6710365099,87029,1,"213040.19494932762,451244.35243748286,0.0","1.6755172163903758,0.5285114441083714,0.0",54.11017765080031,-0.0021831699915253466,-0.8646558584645376,0.0,355.8088856429929,0.0003252543625079146,AGGRESSIVE,"213210.96385633183,451328.4557878453,0.0","1.6404800414476175,2.9242353922097934,0.0",37.30201523078212,0.005389627400354868,2.045938644534907,0.0,101.44899990250035,0.14178402700377038,AGGRESSIVE,-46.21913632895203,veh_4022.json
12344429452062,12344427975798,veh_3986,6710365099,87048,1,"213042.9822796515,451232.91494831117,0.0","1.6501343544496827,0.5203891996095443,0.0",54.81543767353904,-0.002211624943711854,0.7052315677865408,0.0,318.6552288055738,0.0003031065437704945,AGGRESSIVE,"213204.0753640998,451243.5053279052,0.0","1.6506417532312465,3.13942714227262,0.0",40.151923016895225,0.0058013998206263295,2.8503195585333785,0.0,98.46077174314134,0.10662020214765724,AGGRESSIVE,-27.97974506758329,veh_4022.json
12345429143340,12345427975798,veh_3986,6710365099,87068,1,"213046.26910468974,451221.6777897017,0.0","1.667699022542619,0.5141624434276688,0.0",54.923959238678215,-0.0022160034365370507,0.10851718664635257,0.0,335.94002882683253,0.0002998350993330748,AGGRESSIVE,"213285.0239582154,451317.868961758,0.0","1.6676310546403608,3.0591279397650832,0.0",42.63867484356073,0.006160701206887609,2.4871111280517653,0.0,91.75260658697567,0.08314298982859411,AGGRESSIVE,-48.26807707604567,veh_4022.json
12346429257671,12346427975798,veh_3986,6710365099,87088,1,"213050.20003746977,451210.59469695017,0.0","1.7004443887406004,0.5068837358617353,0.0",54.18273663007115,-0.0021860975107657055,-0.7411927026812961,0.0,358.9462416643851,0.0003229029859175799,AGGRESSIVE,"213404.34363758724,451225.05363342445,0.0","1.6535410647466149,3.2194093721766195,0.0",45.36199666868997,0.006554183699400085,2.7237153076217524,0.0,86.54653884255005,0.06331931163786496,AGGRESSIVE,-20.333218979357998,veh_4022.json
12347429687036,12347427975798,veh_3986,6710365099,87108,1,"213391.1316911481,451403.6968154312,0.0","4.575027088128303,-0.5139372722656629,0.0",54.66177680055687,-0.00220542522637146,0.4790208427701188,0.0,6.6115597564239135,0.00030779988279885126,AGGRESSIVE,"213332.58908344063,451272.32977096806,0.0","1.6295106728686766,3.0894083798252994,0.0",47.52837694498208,0.006867195809455495,2.166693288402165,0.0,15.66670179518054,0.05098446787910426,AGGRESSIVE,-4.350125784658,veh_4022.json
12348429568703,12348427975798,veh_3986,6710365099,87127,1,"213414.62928748468,451439.462275828,0.0","4.595238368018316,-0.5264178320506915,0.0",54.35807105394454,-0.0021931716855192462,-0.30369349307147786,0.0,96.8030337015565,0.00031729095433500644,AGGRESSIVE,"213430.29196244886,451401.19499523146,0.0","1.7386661129621825,3.0439110473644257,0.0",50.231864656997026,0.007257812545816478,2.7038783287513084,0.0,358.98482416699835,0.038905405586933485,AGGRESSIVE,-32.52256159284848,veh_4022.json
12349429038948,12349427975798,veh_3986,6710365099,87146,1,"213468.87424065697,451427.5130948034,0.0","4.836761745305974,-0.5342783689608185,0.0",55.47980858004255,-0.0022384301528148853,1.1216922676307135,0.0,111.60189026533392,0.0002836241548209707,AGGRESSIVE,"213434.98993425845,451426.13812411565,0.0","1.6506352377168823,3.1088802324033784,0.0",52.52122308876268,0.0075885933054280486,2.2896892125252677,0.0,6.642195497637017,0.03094354084242462,AGGRESSIVE,-7.195287496784425,veh_4022.json
12350429465393,12350427975798,veh_3986,6710365099,87165,1,"213514.6667499552,451420.98285514326,0.0","4.526460411239288,-0.5254636766339389,0.0",54.265085795884474,-0.0021894200322520874,-1.2146737740375144,0.0,15.982819390705997,0.0003202549318255983,AGGRESSIVE,"213421.34539815894,451493.4997578379,0.0","1.6808233757707123,3.167266543272949,0.0",54.8752870416306,0.007928723121580106,2.35440408268407,0.0,7.365571019073221,0.024452290011889945,AGGRESSIVE,-19.329284613120883,veh_4022.json
12351429147744,12351427975798,veh_3986,6710365099,87184,1,"213536.0908298699,451471.3020665171,0.0","4.7936151773973315,-0.49680896994552626,0.0",55.11487581285384,-0.00222370630046953,0.8497557307011476,0.0,36.769054621109504,0.00029416527448873804,AGGRESSIVE,"213463.50125777995,451450.4109223848,0.0","1.6434116006681465,3.074462781292325,0.0",55.07784246386516,0.007957989590082093,0.20258468870306245,0.0,7.3650806369973045,0.023961908021199466,AGGRESSIVE,-13.797299621321404,veh_4022.json
12352429277289,12352427975798,veh_3986,6710365099,87203,1,"213569.19008566238,451515.9395706609,0.0","4.524356429724462,-0.5146585180991443,0.0",55.29015296409679,-0.002230778164452829,0.17527007937896855,0.0,36.76904951058877,0.00028905435776382184,AGGRESSIVE,"213455.76272576186,451634.66431688244,0.0","1.605949772698117,3.228978483756256,0.0",55.339469824270424,0.00799579113999016,0.26166516195517175,0.0,21.696957666361826,0.02334304048109758,AGGRESSIVE,1.1842967740884376,veh_4022.json
12353429754064,12353427975798,veh_3986,6710365099,87222,1,"213603.18924956722,451559.5308221663,0.0","4.4421151642860295,-0.5291689616589479,0.0",54.95066864041807,-0.0022170810741783953,-0.33947062658844374,0.0,43.61883578235555,0.0002990353584943321,AGGRESSIVE,"213389.7079452864,451643.87713346095,0.0","1.6297844166148912,2.9422183525244052,0.0",54.035122864503656,0.007807330970464932,-1.3045354199362933,0.0,31.873151447114992,0.026595776619553046,AGGRESSIVE,-26.15081938847303,veh_4022.json
12354429073174,12354427975798,veh_3986,6710365099,87241,1,"213642.0202333664,451598.22958420287,0.0","4.684284745413299,-0.5020538829362076,0.0",54.416003048081656,-0.0021955090534007127,-0.5346440203156391,0.0,58.32791635534163,0.00031545821235795816,AGGRESSIVE,"213412.29991284318,451598.18755967607,0.0","1.5994679500544369,3.2052499730078505,0.0",55.00608396860821,0.007947621475921096,0.9711013946100095,0.0,31.942571998470886,0.02413449850180815,AGGRESSIVE,-2.036250055500262,veh_4022.json
12355147653707,12355146349248,veh_4027,4137546054,87248,0,"213678.37106877504,451568.7271056996,0.0","5.077357705930278,-0.4947698580809068,0.0",49.780095477086,-0.002008465234069945,-4.634898762248152,0.0008217649281728798,126.55631025349551,0.0005014973268015495,AGGRESSIVE,"213904.11449535852,451391.99578747945,0.0","-1.795294184822527,-3.2508161148491705,0.0",6.913193631239743,0.0005540022641863374,-0.32079428909346497,-5.14108330005314e-05,252.59369155572202,-6.802287004874228,NORMAL,3.9350705413155618,veh_4022.json
12355429514348,12355427975798,veh_3986,6710365099,87260,1,"213678.03521720483,451568.7362991437,0.0","4.741506135720526,-0.48557641398098034,0.0",49.780095477086,-0.002008465234069945,-4.635720527176325,0.0,126.55631025349551,0.0005014973268015495,AGGRESSIVE,"213432.9019812989,451736.7756223656,0.0","1.5726488326108785,3.0189968069123845,0.0",54.78510767490366,0.007915693445227134,-0.22100822173524648,0.0,35.163452259897234,0.024673828628414097,AGGRESSIVE,-64.4799928128553,veh_4022.json
12356148277104,12356146349248,veh_4027,4137546054,87267,0,"213715.5407393924,451544.70875141054,0.0","4.79492124838837,-0.5213350720172767,0.0",44.779893735179606,-0.0018067233276752859,-4.999116080902244,0.0008839190977563619,120.40106604995682,0.0008268293098969683,AGGRESSIVE,"213897.0295976734,451390.5312738451,0.0","-2.022280618612418,-3.4314083399288884,0.0",6.9799996720775885,0.0005593558966543455,0.0668113944703137,1.0707264936016259e-05,252.63898710239965,-6.756991458257911,NORMAL,0.9905310533005665,veh_4022.json
12356429847465,12356427975798,veh_3986,6710365099,87279,1,"213715.4898944815,451544.709468865,0.0","4.744076337484075,-0.5206176175310865,0.0",44.779893735179606,-0.0018067233276752859,-5.0,0.0,120.40106604995682,0.0008268293098969683,AGGRESSIVE,"213505.07608251448,451699.6079435349,0.0","1.5997838694313813,2.7832760075000027,0.0",54.00733312802259,0.007803315736317984,-0.7778869245899784,0.0,51.021885684340994,0.02666979908120129,AGGRESSIVE,-5.542144684155931,veh_4022.json
12357147524546,12357146349248,veh_4027,4137546054,87286,0,"213752.31507712582,451530.57565264753,0.0","4.892472986587295,-0.524824337458797,0.0",39.77969199327322,-0.0016049814212877322,-4.999113156728019,0.0008868432719807775,103.94974662948935,0.0013632110704654395,AGGRESSIVE,"213891.72672002437,451388.81650340813,0.0","-1.8853536340113757,-3.3338564291446144,0.0",5.784273609309236,0.00046353405490418,-1.195821884610103,-0.000191643683500331,242.89431563097304,-7.6153041685989615,NORMAL,1.5869791424521247,veh_4022.json
12357429823792,12357427975798,veh_3986,6710365099,87298,1,"213752.02728662122,451530.60224532394,0.0","4.604682481988541,-0.4982316610345904,0.0",39.77969199327322,-0.0016049814212877322,-5.0,0.0,103.94974662948935,0.0013632110704654395,AGGRESSIVE,"213527.6340216185,451736.64254319883,0.0","1.5529680204755274,3.1680793538283103,0.0",55.36932245579394,0.008000104434053412,1.3621861164690898,0.0,61.682824178247216,0.023273449234742668,AGGRESSIVE,1.7511883490424318,veh_4022.json
12358147441828,12358146349248,veh_4027,4137546054,87305,0,"213786.51177291226,451529.9066302776,0.0","4.752631959719095,-0.5028364203853563,0.0",34.77949025136682,-0.0014032395148930732,-4.999112834134494,0.0008871658655057606,84.42116362319258,0.0022475550883302615,AGGRESSIVE,"213890.3904997804,451384.1578555761,0.0","-1.830006575111437,-3.382616160386675,0.0",5.600442161814699,0.00044880236307420773,-0.18384617918636703,-2.9463383659944498e-05,183.97206280834027,-7.756603513466073,NORMAL,0.33416197786198065,veh_4022.json
12358429518402,12358427975798,veh_3986,6710365099,87317,1,"213786.66671917253,451529.92545433936,0.0","4.907578219978393,-0.4840123585953695,0.0",34.77949025136682,-0.0014032395148930732,-5.0,0.0,84.42116362319258,0.0022475550883302615,AGGRESSIVE,"213592.4928905796,451762.86770180066,0.0","1.6816626251151328,3.012879253719306,0.0",55.33395574105897,0.007994994430916336,-0.03537182473810674,0.0,67.77556180302449,0.023355917438038085,AGGRESSIVE,-12.849390430921147,veh_4022.json
12359147598681,12359146349248,veh_4027,4137546054,87324,0,"213815.55450636806,451534.58084416966,0.0","4.586206758060816,-0.49721029017554036,0.0",29.77928850946043,-0.0012014976084984141,-4.99911344564919,0.0008865543508103155,80.54490148453954,0.003705591881200407,AGGRESSIVE,"213893.50564167343,451379.2866841138,0.0","-1.9140700995316902,-3.176133754173291,0.0",6.010453960365196,0.0004816594587744305,0.41004465564619785,6.571419140044554e-05,139.14274726033594,-7.444980755563291,NORMAL,0.24878030449265154,veh_4022.json
12359429722781,12359427975798,veh_3986,6710365099,87336,1,"213815.84699856205,451534.5577192574,0.0","4.878698952052345,-0.520335202425002,0.0",29.77928850946043,-0.0012014976084984141,-5.0,0.0,80.54490148453954,0.003705591881200407,AGGRESSIVE,"213656.56276724112,451863.3149613592,0.0","1.5687154624981254,2.9675396124880518,0.0",55.45343618549947,0.008012257709403059,0.11949770771898471,0.0,67.77528436661109,0.023078480533614356,AGGRESSIVE,-23.422227698943132,veh_4022.json
12360147713083,12360146349248,veh_4027,4137546054,87343,0,"213818.8336534044,451553.5570359524,0.0","5.060385019439519,-0.5279095417671568,0.0",24.779086767554038,-0.0009997557021073078,-4.9991138911309845,0.0008861088690156415,341.8393725253786,0.006109488155068814,AGGRESSIVE,"213895.5352124964,451374.6201857421,0.0","-1.8732295276475477,-3.4485730505855194,0.0",4.897774166610063,0.0003924926918745797,-1.1127689605220334,-0.00017833353379970163,147.1406908447373,-8.321287390550538,NORMAL,1.5646430208166968,veh_4022.json
12360429361774,12360427975798,veh_3986,6710365099,87355,1,"213818.79483248133,451553.5600725434,0.0","5.021564096359733,-0.5248729507734823,0.0",24.779086767554038,-0.0009997557021073078,-5.0,0.0,341.8393725253786,0.006109488155068814,AGGRESSIVE,"213687.33425784804,451863.5261699615,0.0","1.6328200440358331,2.9885657765976577,0.0",54.27476673786683,0.007841956209297507,-1.1788397491327487,0.0,66.85340118697698,0.025965911447846792,AGGRESSIVE,4.680885715719887,veh_4022.json
12361147632524,12361146349248,veh_4027,4137546054,87362,0,"213812.86775313012,451572.5254344177,0.0","4.822855564399441,-0.5094246450931974,0.0",19.778885025647643,-0.0007980137957126487,-4.999113577480594,0.0008864225194056067,343.19052689709525,0.010072843074352437,AGGRESSIVE,"213892.42004924273,451370.5690894169,0.0","-1.9410960205524928,-3.442977086670927,0.0",5.5700753466244155,0.0004463688590714554,0.6723550561815497,0.00010775233439375143,213.27990088951844,-7.780195541053801,NORMAL,4.251331356095964,veh_4022.json
12361429752623,12361427975798,veh_3986,6710365099,87374,1,"213812.9392028003,451572.51355323824,0.0","4.894305234569841,-0.521305824576609,0.0",19.778885025647643,-0.0007980137957126487,-5.0,0.0,343.19052689709525,0.010072843074352437,AGGRESSIVE,"213737.51352551393,451895.6749211424,0.0","1.6461028604698635,3.1606715582986866,0.0",55.50393724209279,0.008019554416478059,1.2293481024331427,0.0,66.11358687532247,0.02296220881061803,AGGRESSIVE,-39.39577747314602,veh_4022.json
12362147672978,12362146349248,veh_4027,4137546054,87381,0,"213808.37119584397,451586.69329891994,0.0","4.552320571178152,-0.517061688617596,0.0",14.778683283741252,-0.0005962718893215424,-4.9991137350129495,0.000886264987050507,343.5049995361686,0.016607310633109332,AGGRESSIVE,"213887.76146931836,451368.8174605577,0.0","-1.857401110968831,-3.528446151288294,0.0",5.043715086957106,0.00040418795236085714,-0.52640244057402,-8.436181342119653e-05,242.49816411431976,-8.20071803551581,NORMAL,4.009068007736108,veh_4022.json
12362429847279,12362427975798,veh_3986,6710365099,87392,1,"214101.96729588046,451869.0203508782,0.0","3.522409933150573,-1.7787382934154146,0.0",14.778683283741252,-0.0005962718893215424,-5.0,0.0,343.5049995361686,0.016607310633109332,AGGRESSIVE,"213872.58440594512,451909.8637511323,0.0","1.6515405782453807,3.014451429643277,0.0",54.696534609368896,0.007902895857270664,-0.8075192912831,0.0,68.21126842161962,0.024893374867898263,AGGRESSIVE,-7.319716759900079,veh_4022.json
12363147848069,12363146349248,veh_4027,4137546054,87399,0,"213805.5387081439,451597.01901021233,0.0","4.772489897839955,-0.4892861306046823,0.0",10.731143521850411,-0.00043296680086513106,-4.046659598590969,0.0007168582114153525,343.51328507628324,0.02489285074775554,AGGRESSIVE,"213881.379896346,451366.7447737132,0.0","-2.102456481369792,-3.526516353363975,0.0",6.494830900657625,0.0005204759502479561,1.4512321016984062,0.00023257599577419796,243.96973339660028,-7.0929299452930765,NORMAL,4.180366354369056,veh_4022.json
12363429580858,12363427975798,veh_3986,6710365099,87410,1,"214090.05152577654,451871.4873042084,0.0","3.626116473982441,-1.8867597930747315,0.0",10.731143521850411,-0.00043296680086513106,-4.047376456802384,0.0,343.51328507628324,0.02489285074775554,AGGRESSIVE,"213838.89296064657,451837.9191288686,0.0","1.7254433520922345,3.1931911238169235,0.0",54.520394682139525,0.007877446063943694,-0.17616537702269852,0.0,83.87415697963375,0.025335795462575247,AGGRESSIVE,-40.192289915189605,veh_4022.json
12364147407372,12364146349248,veh_4027,4137546054,87417,0,"213803.9555022896,451602.5145848218,0.0","4.819548298151717,-0.49329970816650076,0.0",5.730941779944018,-0.00023122489447224837,-4.999112699689644,0.0008873003103554986,343.5294335978623,0.041041372516188154,AGGRESSIVE,"213874.18026974236,451364.15902834805,0.0","-1.989815004511468,-3.5155756103360276,0.0",7.779245503111386,0.0006234050212201581,1.2845175315247328,0.00020585814194440388,244.2114359522041,-6.237919743877144,NORMAL,4.005818673816629,veh_4022.json
12365147336953,12365146349248,veh_4027,4137546054,87436,0,"213803.48630469662,451603.46596473316,0.0","4.628389498952512,-0.4798652015434673,0.0",0.9774023660999628,-3.943501219105805e-05,-4.752503833261464,0.0008437907003102841,343.5544094316052,0.06601720606970138,AGGRESSIVE,"213868.15592593112,451362.5598205433,0.0","-1.7653309591221578,-3.252353524243373,0.0",6.537247868907403,0.0005238751167846445,-1.2420971641084186,-0.00019905980887102714,246.44521830255215,-7.062905203911652,NORMAL,4.18258938374731,veh_4022.json
12711086618541,12711085477687,veh_4012,5544885200,95296,0,"213931.25719725934,450442.34005438356,0.0","0.6733733971718318,-4.821725144044415,0.0",2.079991443315941,2.470507710139458e-05,2.0800161503366272,1.9435849855163892e-09,279.95834514990827,-9.629078160213817,NORMAL,"213895.79581895034,450461.9364619561,0.0","-0.3757029658143969,2.027022779867607,0.0",11.693468492950185,-0.0012172822797307248,-0.6740678668138571,0.00014035464254291696,297.64333139451884,5.06904219334696,CAUTIOUS,2.999047917041048,veh_4188.json
12711156930429,12711155892984,veh_4101,5946105022,95301,1,"213916.57455793952,450485.27398099436,0.0","-2.641368648174679,1.1952102387314905,0.0",2.079991443315941,2.470507710139458e-05,2.0800161483930424,0.0,279.95834514990827,-9.629078160213817,NORMAL,"214066.2357341781,450463.5500249124,0.0","-1.6300757857477661,1.9375527096196958,0.0",14.24535218959042,-0.0022137283677334807,0.7964460427640017,0.0,108.60309822439626,-0.9843250852092004,NORMAL,-57.31658523374636,veh_4188.json
