sender,scenario_type,density,attack_type,sendTime,rcvTime,pos_x,pos_y,speed,is_attack,attack_label,speed_kmh,latency
veh_8773223,Urban,Low density,Sybil,12850096017534,12850097526979,213033.7069079387,451234.6267202582,10.817607744068232,1,Ataque,38.94338787864564,1509445
veh_4518,Highway,Low density,Random Position Offset,13610042694007,13610043641218,216359.397754697,449901.61343974347,16.525525596716665,0,Normal,59.49189214818,947211
veh_2487,Highway,Low density,Random Position Offset,7461389201022,7461390540804,216435.0942765895,449901.59735321597,26.511330498427256,0,Normal,95.44078979433813,1339782
veh_2357018,Highway,High density,Sybil,25503827701855,25503829532772,216515.00738409,449803.4437859829,13.097894553469452,1,Ataque,47.15242039249003,1830917
veh_3327,Urban,Low density,Time Delay,10324475604640,10324476780479,214767.08011541056,452048.9893311051,0.0,0,Normal,0.0,1175839
veh_3489,Highway,Low density,Random Position Offset,10680301261628,10680303019222,216581.31030583766,451663.88393140584,55.28317068776667,0,Normal,199.01941447596002,1757594
veh_32080,Highway,High density,Time Delay,25451358295901,25451359655697,216602.5534291807,449745.2729173031,0.00010899460235385803,0,Normal,0.0003923805684738889,1359796
veh_27629,Highway,High density,Time Delay,25436361557209,25436362524806,216279.33142210683,450000.2949534404,0.0,0,Normal,0.0,967597
veh_3405,Highway,Low density,Random Position Offset,10707311080606,10707312636078,216331.5536562614,450079.79521899356,18.99784339821218,0,Normal,68.39223623356385,1555472
veh_7057778,Highway,High density,Sybil,25598184528140,25598186002786,216597.4892837632,449753.53210435854,0.0,1,Ataque,0.0,1474646
veh_3884,Urban,Low density,Random Position Offset,12195238592166,12195239703683,213629.19316939448,450647.11984286364,12.231319758804538,0,Normal,44.03275113169634,1111517
veh_1037148,Highway,High density,Sybil,25498827701855,25498828919886,216562.44879771018,449786.72889417195,13.03500746993968,1,Ataque,46.92602689178285,1218031
veh_31519,Highway,High density,Time Delay,25409230064201,25409231326726,216290.61692329263,449944.0340760336,3.0944956566396784,1,Ataque,11.140184363902842,1262525
veh_30236,Highway,High density,Sybil,25414075292005,25414076269833,216344.40187535883,450105.68349359534,0.22160863954141038,0,Normal,0.7977911023490774,977828
veh_31078,Highway,High density,Time Delay,25443337306789,25443338497048,216412.3532758378,449850.7993913481,13.033096024060832,0,Normal,46.919145686619,1190259
veh_8530147,Urban,Low density,Sybil,12945413155342,12945414947565,213201.1235744257,450973.80971524434,10.819085595749325,1,Ataque,38.94870814469757,1792223
veh_31898,Highway,High density,Sybil,25443368064896,25443369823357,216425.00209959745,449936.8032357245,23.217102713096242,0,Normal,83.58156976714648,1758461
veh_31200,Highway,High density,DoS Attack,25229390261193,25229391807983,216423.99901345643,449860.189847138,13.956007238158106,1,Ataque,50.24162605736918,1546790
veh_4720,Urban,Low density,Time Delay,14278569237758,14278570642068,213055.42060354594,451204.7777720856,54.83323143087682,1,Ataque,197.39963315115656,1404310
veh_3768,Urban,Low density,Random Position Offset,11732381180093,11732382501376,213119.89076112653,451072.0772356232,12.460206578443085,0,Normal,44.856743682395106,1321283
veh_28043,Urban,High density,DoS Attack,25226306349052,25226307653182,213025.98848269548,451342.351542574,11.263991415308325,0,Normal,40.55036909510997,1304130
veh_27912,Highway,High density,Time Delay,25410689087358,25410690174094,216442.03355918918,449931.65728432924,55.488080965703375,1,Ataque,199.75709147653217,1086736
veh_7496163,Highway,High density,Sybil,25508827582401,25508829482272,216450.96610324192,449847.26945156243,13.749843123386077,1,Ataque,49.499435244189876,1899871
veh_28942,Highway,High density,DoS Attack,25205634367500,25205635806570,216213.19073084684,449994.62877873285,12.892473429241864,1,Ataque,46.41290434527071,1439070
veh_2931,Highway,Low density,Random Position Offset,8877099032879,8877100032805,216207.5754996158,449977.3864056653,13.704009750489348,0,Normal,49.334435101761656,999926
veh_24323,Highway,High density,Sybil,25418474367149,25418476016245,216159.20499832576,450008.46234706393,0.008067634551221678,0,Normal,0.029043484384398043,1649096
veh_4194,Urban,Low density,Time Delay,12903399859269,12903401593178,213046.65274775325,451203.55074759887,11.677821449216069,0,Normal,42.04015721717785,1733909
veh_3092,Urban,Low density,Random Position Offset,9477054561783,9477056017066,213781.44039069468,450539.54044392443,12.151683127858862,0,Normal,43.7460592602919,1455283
veh_26042,Highway,High density,Sybil,25438100394773,25438103041230,216172.51201616527,450004.5330017151,0.00836270813476376,0,Normal,0.03010574928514954,2646457
veh_27962,Highway,High density,Time Delay,25436117284966,25436119123666,216373.91626884358,450152.4507459141,0.7580433121408834,0,Normal,2.72895592370718,1838700
veh_29281,Highway,High density,Time Delay,25457475250728,25457477316106,216316.61198840427,450047.61352155067,0.0,0,Normal,0.0,2065378
veh_4530,Urban,Low density,Random Position Offset,13805317791101,13805319219451,213462.83275088243,450681.7294877127,14.695312857901337,1,Ataque,52.90312628844482,1428350
veh_3851,Urban,Low density,Time Delay,11779201220805,11779202381271,214623.00587385596,452288.29504358687,13.026564518530892,0,Normal,46.89563226671121,1160466
veh_27856,Urban,High density,DoS Attack,25251398734959,25251400458766,213001.95462542426,451532.12517396105,0.0,1,Ataque,0.0,1723807
veh_24443,Highway,High density,Sybil,25429316350801,25429317419361,216319.3773560436,450047.627028874,16.160054979032022,0,Normal,58.17619792451528,1068560
veh_32009,Highway,High density,Time Delay,25420163436526,25420164957410,216595.2322288588,449757.3728296328,8.49050342171783,1,Ataque,30.565812318184193,1520884
veh_3710,Urban,Low density,Random Position Offset,11681067413087,11681068442140,212941.84476450726,451644.09865824477,13.781338752246173,0,Normal,49.612819508086226,1029053
veh_4107,Urban,Low density,Time Delay,12731051747150,12731053564242,213928.53280000357,450450.27183381707,12.599699974122053,0,Normal,45.3589199068394,1817092
veh_3340,Highway,Low density,Random Position Offset,10160366250523,10160368182194,216523.0055081797,449799.22729254025,13.823224472035278,0,Normal,49.763608099327,1931671
veh_29376,Highway,High density,Sybil,25422041958029,25422043045352,216272.20343965595,449970.1291589272,0.0,0,Normal,0.0,1087323
veh_3981,Urban,Low density,Sybil,12719424993743,12719426365021,213066.8159776102,451169.3702789844,7.934696215945261,0,Normal,28.56490637740294,1371278
veh_23053,Highway,High density,DoS Attack,25202130514468,25202132081271,216233.29000893942,449961.3892588438,0.0,0,Normal,0.0,1566803
veh_4417,Urban,Low density,Random Position Offset,13799033112079,13799034975403,213438.17058397896,450740.4989284791,11.377636646187389,0,Normal,40.9594919262746,1863324
veh_4713,Urban,Low density,Time Delay,14383429704341,14383430786722,213583.0419969189,450675.53872534557,13.40934443696007,0,Normal,48.273639973056255,1082381
veh_26825,Highway,High density,Time Delay,25440943603530,25440945534830,216387.85010193055,450235.5345846955,0.7566907763064599,1,Ataque,2.7240867947032554,1931300
veh_29106,Highway,High density,Time Delay,25429353187306,25429355064805,216304.34531900784,450039.6813839305,0.001257131036757378,0,Normal,0.004525671732326561,1877499
veh_28317,Highway,High density,Sybil,25434411309968,25434412955117,216284.15922730425,450008.2200747052,0.0,0,Normal,0.0,1645149
veh_3744315,Highway,High density,Sybil,25583834064003,25583835829077,216259.29576218824,449970.9921369684,0.0,1,Ataque,0.0,1765074
veh_4485,Urban,Low density,Sybil,13715173334627,13715174451250,213011.66829729764,451354.6453814501,13.732115075618974,0,Normal,49.43561427222831,1116623
veh_4569,Urban,Low density,Time Delay,13811304525963,13811306391371,213943.23334591588,450433.2174078211,10.362853977700832,0,Normal,37.306274319722995,1865408
veh_4094,Urban,Low density,Random Position Offset,12900061984357,12900063517354,213048.56482576503,451219.24307467573,12.398685955412526,0,Normal,44.63526943948509,1532997
veh_4635,Highway,Low density,Random Position Offset,13960414118460,13960415745592,216428.43993701012,449859.8298101523,11.850401607991063,0,Normal,42.66144578876783,1627132
veh_3884,Urban,Low density,Time Delay,12197238592166,12197239957043,213610.11597403456,450660.63213623775,11.446855812976061,0,Normal,41.20868092671382,1364877
veh_31861,Highway,High density,Time Delay,25412276214171,25412277710899,216305.6270503072,449927.0916628844,1.607811095079466,1,Ataque,5.788119942286078,1496728
veh_28720,Urban,High density,DoS Attack,25269214701810,25269216369514,212998.24438778602,451505.8005818575,0.0,1,Ataque,0.0,1667704
veh_31970,Highway,High density,Time Delay,25435239771205,25435242190960,216285.38871167047,449942.7983920455,14.692026079277415,0,Normal,52.891293885398696,2419755
veh_3793545,Urban,Low density,Sybil,12984095953555,12984097135307,214047.44387486612,450403.62461076735,11.619274047300516,1,Ataque,41.82938657028186,1181752
veh_4108,Urban,Low density,Sybil,12712254959184,12712256027311,213028.44242912732,451295.3431687935,9.655796771166164,0,Normal,34.76086837619819,1068127
veh_31105,Highway,High density,DoS Attack,25226107903297,25226108939085,216298.17537850075,449930.7152205869,2.5446993086576026,0,Normal,9.16091751116737,1035788
veh_3817,Highway,Low density,Random Position Offset,12269418952392,12269420024942,216417.3174206768,450399.0030580494,41.720371048739246,0,Normal,150.1933357754613,1072550
veh_30131,Highway,High density,DoS Attack,25226533877347,25226535004341,216410.78850218758,449856.6812239547,12.027637873325576,1,Ataque,43.29949634397207,1126994
veh_3969,Urban,Low density,Random Position Offset,12243049492338,12243051388772,213027.35231633272,451310.39132351073,13.033935604447864,0,Normal,46.92216817601231,1896434
veh_4777319,Highway,High density,Sybil,25534695766121,25534697527858,216381.00222005747,450196.2271069222,0.26826539561916435,1,Ataque,0.9657554242289916,1761737
veh_2627,Urban,Low density,Time Delay,7716004153635,7716005845716,213279.33471548648,451263.1282893429,13.97441282350622,0,Normal,50.307886164622396,1692081
veh_29736,Urban,High density,DoS Attack,25241450892815,25241452102623,213010.2897209006,451526.73900893825,0.0,1,Ataque,0.0,1209808
veh_29378,Urban,High density,DoS Attack,25267458303553,25267459954473,212991.71027764157,451516.7936826264,12.928472264376083,0,Normal,46.5425001517539,1650920
veh_3868,Urban,Low density,Random Position Offset,12258263530841,12258264988000,213014.30680357123,451555.77913049253,14.944913402741784,0,Normal,53.80168824987042,1457159
veh_4365,Urban,Low density,Sybil,13787362575023,13787363942833,213245.24333635884,451929.28192990413,11.976332732518928,0,Normal,43.114797837068146,1367810
veh_28551,Highway,High density,Sybil,25413091863749,25413093427097,216210.19542373493,449976.86580543715,0.0,0,Normal,0.0,1563348
veh_3092,Urban,Low density,Time Delay,9478054561783,9478055881955,213771.00333216653,450546.5672526379,12.671668726035477,0,Normal,45.61800741372772,1320172
veh_3893,Urban,Low density,Random Position Offset,12218374488957,12218375712916,213148.2997767101,451052.41601417377,11.985464404386578,0,Normal,43.14767185579168,1223959
veh_3884,Urban,Low density,Random Position Offset,12200238592166,12200240281896,213579.12869809207,450681.8359990087,12.462134802640907,0,Normal,44.863685289507266,1689730
veh_4052,Urban,Low density,Random Position Offset,12855137889576,12855139438939,214066.08570049348,450370.2403238956,10.753238460670477,1,Ataque,38.71165845841372,1549363
veh_3273,Urban,Low density,Random Position Offset,10196006907803,10196008144254,214003.00950444926,451076.5257609995,0.0,1,Ataque,0.0,1236451
veh_4052,Urban,Low density,Sybil,12851137889576,12851139302501,213998.05211179904,450416.2982043474,9.933011188852737,0,Normal,35.75884027986985,1412925
veh_31784,Highway,High density,Sybil,25412444586598,25412446321528,216272.1861579865,449954.4405377385,0.07238981168209435,0,Normal,0.26060332205553965,1734930
veh_7309627,Highway,High density,Sybil,25535327734238,25535328702101,216318.15226257427,450065.46051747625,0.0,1,Ataque,0.0,967863
veh_4077,Urban,Low density,Random Position Offset,12840119471057,12840120809524,213671.2173615755,450623.9101049461,11.003709322913998,0,Normal,39.613353562490396,1338467
veh_25305,Highway,High density,Time Delay,25444491293746,25444492832102,216175.9814476649,450001.47436638805,0.0,1,Ataque,0.0,1538356
veh_25723,Highway,High density,DoS Attack,25215081304767,25215083389773,216269.23495415336,449964.00524354324,0.0,0,Normal,0.0,2085006
veh_28749,Urban,High density,DoS Attack,25257053421126,25257054557413,212951.01065382254,451612.9855508575,2.189706321252406,0,Normal,7.882942756508663,1136287
veh_2671,Highway,Low density,Random Position Offset,8102171531218,8102173168968,216385.8440957577,449865.5052739766,10.848096878775028,0,Normal,39.0531487635901,1637750
veh_30752,Highway,High density,Sybil,25419084936966,25419086166514,216353.98755233275,449887.69867574685,12.281949066133189,0,Normal,44.21501663807948,1229548
veh_2793,Highway,Low density,Random Position Offset,8656102066621,8656103039573,216298.76243777323,449924.86854375154,12.943078398224946,0,Normal,46.59508223360981,972952
veh_3710,Urban,Low density,Time Delay,11683067413087,11683068615439,212918.3331091585,451657.6066242543,13.924159988022042,0,Normal,50.126975956879356,1202352
veh_4686,Urban,Low density,Random Position Offset,14399159076608,14399160518180,213594.6829463871,450678.3834672892,11.139482127063978,0,Normal,40.102135657430324,1441572
veh_30509,Highway,High density,DoS Attack,25207403836220,25207405098837,216394.95706938088,450349.7433977151,0.03286180809041897,0,Normal,0.1183025091255083,1262617
veh_4004,Urban,Low density,Random Position Offset,12251417333423,12251418599335,213110.15232332822,451291.5389197531,12.45271714053066,1,Ataque,44.82978170591038,1265912
veh_23369,Highway,High density,Time Delay,25423265759420,25423267538379,216183.06296771948,449995.0789679195,0.7053744552997058,0,Normal,2.539348039078941,1778959
veh_25481,Highway,High density,DoS Attack,25236237665915,25236239003959,216273.44583111312,449989.3185388422,0.0,0,Normal,0.0,1338044
veh_29367,Urban,High density,DoS Attack,25209421993602,25209423864674,212969.44087233968,451594.230945669,0.0,1,Ataque,0.0,1871072
veh_3099,Urban,Low density,Sybil,9461107663376,9461108914109,213509.18560771074,450722.9665219013,13.270728432678721,0,Normal,47.774622357643395,1250733
veh_4769566,Highway,High density,Sybil,25420379799856,25420381791697,216491.6963397072,449745.21656504984,36.16253610856986,1,Ataque,130.1851299908515,1991841
veh_27648,Highway,High density,DoS Attack,25204506707164,25204508386055,216340.97475881892,450085.18664324295,2.5722550279948218,1,Ataque,9.260118100781359,1678891
veh_4067,Urban,Low density,Time Delay,12840231046576,12840232672300,213918.58082489317,450449.60548106337,10.030361511174108,0,Normal,36.109301440226794,1625724
veh_3156,Urban,Low density,Time Delay,9655459853559,9655461258549,214555.90924739512,451989.4406947969,11.295012282089695,0,Normal,40.662044215522904,1404990
veh_3058,Urban,Low density,Random Position Offset,9475213553879,9475215352453,214034.50373407916,450400.2470738793,13.397953031902755,0,Normal,48.23263091484992,1798574
veh_3959,Highway,Low density,Random Position Offset,12096398689032,12096401345880,216331.89046649358,450103.8187788271,18.692500956615266,1,Ataque,67.29300344381495,2656848
veh_27278,Highway,High density,Sybil,25434301716924,25434303397765,216384.86082649854,450201.4756825372,0.27495854468313013,0,Normal,0.9898507608592685,1680841
veh_8633227,Highway,High density,Sybil,25479148224597,25479150107691,216263.83611954548,449971.8265758307,0.0,1,Ataque,0.0,1883094
veh_8533638,Urban,Low density,Sybil,13880371929734,13880373550071,214657.69846386317,451987.36768017855,10.867074799201577,1,Ataque,39.12146927712568,1620337
veh_25547,Urban,High density,DoS Attack,25259332671590,25259334320400,212972.3731794759,451593.4963180985,0.0,1,Ataque,0.0,1648810
veh_29422,Highway,High density,Time Delay,25426440948593,25426442322419,216227.77024676948,449973.77910850727,0.00219386985209816,0,Normal,0.007897931467553377,1373826
veh_4107,Urban,Low density,Random Position Offset,12728051747150,12728053622900,213964.0153338151,450437.9759263808,12.175593320259688,0,Normal,43.83213595293488,1875750
veh_1462740,Urban,Low density,Sybil,9510115999542,9510117504846,213566.5818526636,450673.41038203624,12.80322609670111,1,Ataque,46.091613948124,1505304
veh_29181,Urban,High density,DoS Attack,25223197281323,25223199020123,213025.8708926148,451364.9136243588,11.19401940056954,1,Ataque,40.298469842050345,1738800
veh_8541273,Highway,High density,Sybil,25599445939411,25599446893200,216336.94411418983,449905.9518321782,12.88316702368038,1,Ataque,46.37940128524937,953789
veh_4485,Urban,Low density,Random Position Offset,13732173334627,13732175172057,213082.80528820923,451138.6232740035,11.363836315498276,0,Normal,40.90981073579379,1837430
veh_3979,Urban,Low density,Time Delay,12420430748094,12420432496700,214481.574650731,450640.5280894195,13.806523013318658,0,Normal,49.70348284794717,1748606
veh_3884,Urban,Low density,Time Delay,12195238592166,12195239703683,213629.19316939448,450647.11984286364,12.231319758804538,0,Normal,44.03275113169634,1111517
veh_30131,Highway,High density,DoS Attack,25203533877347,25203535583602,216236.44817021248,449962.6089461486,8.604700156896781,1,Ataque,30.97692056482841,1706255
veh_4032,Urban,Low density,Time Delay,12724141871642,12724143725819,213064.43677167295,451202.2515125725,12.213742874122287,0,Normal,43.96947434684024,1854177
veh_2372735,Urban,Low density,Sybil,12913413155342,12913414740998,213032.65466027413,451244.5607757105,10.060427630417152,1,Ataque,36.21753946950175,1585656
veh_28107,Highway,High density,Sybil,25413320704945,25413322280362,216301.0246181099,450030.53717989573,2.696571762556458,0,Normal,9.70765834520325,1575417
veh_4516,Urban,Low density,Sybil,13734112852436,13734114125565,213063.53491411227,451182.1989820771,7.544244995130753,0,Normal,27.15928198247071,1273129
veh_29449,Urban,High density,DoS Attack,25226468139885,25226470046773,212973.81111386677,451592.71215346636,0.0041496073638020185,1,Ataque,0.014938586509687267,1906888
veh_28400,Urban,High density,DoS Attack,25247290360666,25247291800148,213003.05686084076,451494.6603203083,0.0,0,Normal,0.0,1439482
veh_4703,Urban,Low density,Random Position Offset,14333046701974,14333048086057,213213.59464853225,450995.7886991571,11.522843002945486,1,Ataque,41.48223481060375,1384083
veh_3710,Urban,Low density,Random Position Offset,11676067413087,11676069129849,212999.17369597967,451607.05936361384,13.467206669993454,0,Normal,48.48194401197643,1716762
veh_4136,Urban,Low density,Time Delay,12732698259241,12732699710136,213069.6090737665,451190.292734938,25.01767248049953,1,Ataque,90.06362092979832,1450895
veh_30147,Highway,High density,DoS Attack,25219318641932,25219319960930,216173.1619087483,449996.04401120567,13.659258623504579,0,Normal,49.17333104461648,1318998
veh_4108,Urban,Low density,Random Position Offset,12737254959184,12737256833307,213129.10998512447,451067.49221701536,10.545070938783736,0,Normal,37.96225537962145,1874123
veh_29376,Highway,High density,Time Delay,25441489968640,25441490999554,216272.236242504,449970.30448042706,0.0,1,Ataque,0.0,1030914
veh_27635,Highway,High density,Time Delay,25443382817751,25443384959015,216290.25700474836,450018.8174897536,0.0,0,Normal,0.0,2141264
veh_4067,Urban,Low density,Time Delay,12795231046576,12795232204146,213545.0045061052,450699.8802681372,9.887021662844369,0,Normal,35.59327798623973,1157570
veh_3058,Urban,Low density,Sybil,9421213553879,9421215304970,213399.08129587115,450762.98594581865,13.4009160267218,0,Normal,48.24329769619848,1751091
veh_31566,Highway,High density,Sybil,25414006169624,25414007172526,216288.5225298003,449942.3855709548,2.623637001352285,0,Normal,9.445093204868225,1002902
veh_4027,Urban,Low density,Time Delay,12358146349248,12358147441828,213890.3904997804,451384.1578555761,5.600442161814699,0,Normal,20.161591782532916,1092580
veh_7316126,Highway,High density,Sybil,25607834148226,25607836178936,216254.2648713079,449966.1649408635,0.0,1,Ataque,0.0,2030710
veh_28939,Urban,High density,DoS Attack,25273014749114,25273016939752,213003.18799299595,451446.0104975567,0.0,0,Normal,0.0,2190638
veh_3796,Urban,Low density,Random Position Offset,11996452448857,11996453874197,213246.76054123463,450926.3813103713,13.733672480361415,0,Normal,49.441220929301096,1425340
veh_4108,Urban,Low density,Time Delay,12751254959184,12751256250869,213215.46872982229,450952.8582000823,10.313446650631823,0,Normal,37.12840794227456,1291685
veh_3191,Urban,Low density,Time Delay,9623352458233,9623353483434,214739.36140312153,451989.56907247845,13.291514801632786,0,Normal,47.849453285878035,1025201
veh_29375,Urban,High density,DoS Attack,25247556969379,25247558134566,213024.89928006072,451372.6940155066,0.0008596857483969424,1,Ataque,0.0030948686942289926,1165187
veh_27742,Highway,High density,DoS Attack,25221493689196,25221495345545,216383.31833953472,450235.56898571295,0.0016519705249689357,1,Ataque,0.005947093889888169,1656349
veh_4067,Urban,Low density,Time Delay,12844231046576,12844232838346,213955.54597526105,450436.29992140824,9.868807895075884,0,Normal,35.527708422273186,1791770
veh_3058,Urban,Low density,Random Position Offset,9361213553879,9361214803024,212993.96574653382,451443.38649576745,14.035678684370517,0,Normal,50.52844326373386,1249145
veh_2627,Urban,Low density,Sybil,7688004153635,7688005954086,213067.1359895285,451172.5989055034,8.51462598438774,0,Normal,30.652653543795864,1800451
veh_4622,Urban,Low density,Random Position Offset,14299469146424,14299471044074,213057.04747692746,451178.08807828615,0.0,0,Normal,0.0,1897650
veh_4148,Urban,Low density,Time Delay,12780138159446,12780140791737,213573.43124296065,450680.25840608595,13.37237447721851,0,Normal,48.14054811798664,2632291
veh_7204780,Highway,High density,Sybil,25564016776057,25564019132694,216352.2105971322,450108.93937952083,0.005729941668296206,1,Ataque,0.020627790005866342,2356637
veh_4636,Highway,Low density,Random Position Offset,13877028796441,13877030385290,216444.23877237047,449851.41450341657,13.45999680247815,0,Normal,48.45598848892134,1588849
veh_3179,Urban,Low density,Time Delay,9633445742548,9633447016534,214732.08004665814,452003.5979598103,11.473763991219283,0,Normal,41.30555036838942,1273986
veh_4589,Urban,Low density,Random Position Offset,14309072811516,14309073834066,213069.20036638074,451123.42097725114,12.008210668496934,1,Ataque,43.229558406588964,1022550
veh_2822145,Urban,Low density,Sybil,12939679479490,12939681411237,214069.63937671215,450989.9308654793,4.279727566456224,1,Ataque,15.407019239242409,1931747
veh_5709146,Highway,High density,Sybil,25475260675387,25475262610972,216382.01492450596,450200.8838748407,0.21371159816759366,1,Ataque,0.7693617534033372,1935585
veh_2588,Urban,Low density,Time Delay,7410125683046,7410126995839,214796.03223136853,452071.8814489543,13.001977901793122,0,Normal,46.807120446455244,1312793
veh_1555789,Urban,Low density,Sybil,7573202427730,7573203504804,214772.78021971002,452057.828215601,10.78163516728305,1,Ataque,38.81388660221898,1077074
veh_4110,Urban,Low density,Time Delay,12822444084273,12822445372079,213737.8720559461,450566.3396431305,10.17931265820569,0,Normal,36.64552556954049,1287806
veh_3741,Highway,Low density,Random Position Offset,11478115736148,11478117251998,216247.7242330485,449964.2861948148,17.14603514561918,1,Ataque,61.72572652422905,1515850
veh_4646,Urban,Low density,Random Position Offset,14321063014410,14321064333228,213044.13579485202,451282.6241010651,14.693304917880853,0,Normal,52.89589770437107,1318818
veh_3513,Urban,Low density,Random Position Offset,10674346892115,10674348113720,213663.2560616745,451934.274720237,12.78304809328209,0,Normal,46.01897313581553,1221605
veh_30919,Highway,High density,DoS Attack,25222001240585,25222003471997,216545.15070876924,449942.27476306667,19.702370003723246,0,Normal,70.92853201340368,2231412
veh_28720,Urban,High density,DoS Attack,25205464701810,25205465822245,212997.66598954328,451484.7704534941,1.3475021521813526,1,Ataque,4.8510077478528695,1120435
veh_25271,Highway,High density,DoS Attack,25206545865249,25206547182307,216263.83432219367,449968.63577984617,0.05575055236453432,1,Ataque,0.20070198851232357,1317058
veh_3179,Urban,Low density,Random Position Offset,9645445742548,9645447567236,214638.51258150194,451899.0888802223,12.01256487472023,0,Normal,43.24523354899283,1824688
veh_30919,Highway,High density,DoS Attack,25212001240585,25212003364844,216497.42007781353,449783.91151047446,25.852167002358968,0,Normal,93.06780120849228,2124259
veh_4107,Urban,Low density,Random Position Offset,12748051747150,12748053310752,213753.43772227992,450558.5510242945,12.417823250943227,0,Normal,44.70416370339562,1563602
veh_31054,Highway,High density,DoS Attack,25215594447674,25215597013066,216294.3144392985,449939.2427567879,0.0007187526965805844,1,Ataque,0.0025875097076901036,2565392
veh_28107,Highway,High density,DoS Attack,25209320704945,25209322987853,216383.04288654335,450196.38885905384,0.0,0,Normal,0.0,2282908
veh_3351,Urban,Low density,Time Delay,10231029767572,10231030726469,214340.36534865253,451087.54028113483,11.59978330026004,0,Normal,41.75921988093614,958897
veh_24443,Highway,High density,DoS Attack,25240316350801,25240317428218,216203.64906650136,449987.60078244196,0.0,0,Normal,0.0,1077417
veh_30499,Urban,High density,DoS Attack,25496296619679,25496297711519,213834.2459641325,450485.7217480089,9.893667299550152,1,Ataque,35.61720227838055,1091840
veh_3859,Urban,Low density,Random Position Offset,12000304556938,12000305913455,213101.3151122125,451126.8033977675,17.058860198217296,0,Normal,61.411896713582266,1356517
veh_30966,Urban,High density,DoS Attack,25261280465309,25261281507984,212999.12610849537,451403.71268293407,10.441940656306548,1,Ataque,37.590986362703575,1042675
