sender,receiver,scenario,attack_type,sendTime,rcvTime,pos_x,pos_y,speed,acceleration,heading,is_attack,attack_label,speed_kmh,risk_level,message_type
veh_3854,veh_4022,InTAS_urban_2,randomPositionOffset,12341222288348,12341224102837,213145.1050773995,451041.3580522054,11.929832839034106,-0.1765360177843842,332.740897396583,0,Normal,42.94739822052278,Bajo,Mensaje normal
veh_3913,veh_4022,InTAS_urban_2,randomPositionOffset,12341350911722,12341352160912,213341.3618996962,450824.57927982137,9.848618059876983,-0.5617770395940163,315.57668840141,0,Normal,35.45502501555714,Bajo,Mensaje normal
veh_3980,veh_4022,InTAS_urban_2,randomPositionOffset,12342033885090,12342035538891,213136.1559481792,451046.054335245,11.376104041305764,0.21579943485557962,150.22458840318714,0,Normal,40.95397454870075,Bajo,Mensaje normal
veh_3947,veh_4022,InTAS_urban_2,randomPositionOffset,12342078722497,12342079943339,213179.46776480478,450990.9397737465,10.681673635596585,0.10670762287918478,132.61457678950805,0,Normal,38.45402508814771,Bajo,Mensaje normal
veh_3854,veh_4022,InTAS_urban_2,randomPositionOffset,12342222288348,12342224222569,213139.15915573807,451051.3374833234,11.495813994002823,-0.43395053618587554,333.3746638533778,0,Normal,41.38493037841017,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12342427975798,12342429176606,213239.48387350628,451326.1225023902,35.25637215349505,1.7711439959122828,101.78044655078071,1,Ataque,126.92293975258218,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12343427975798,12343428966911,213210.96385633183,451328.4557878453,37.30201523078212,2.045938644534907,101.44899990250035,1,Ataque,134.28725483081564,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12344427975798,12344429452062,213204.0753640998,451243.5053279052,40.151923016895225,2.8503195585333785,98.46077174314134,1,Ataque,144.5469228608228,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12345427975798,12345429143340,213285.0239582154,451317.868961758,42.63867484356073,2.4871111280517653,91.75260658697567,1,Ataque,153.49922943681864,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12346427975798,12346429257671,213404.34363758724,451225.05363342445,45.36199666868997,2.7237153076217524,86.54653884255005,1,Ataque,163.3031880072839,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12347427975798,12347429687036,213332.58908344063,451272.32977096806,47.52837694498208,2.166693288402165,15.66670179518054,1,Ataque,171.1021570019355,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12348427975798,12348429568703,213430.29196244886,451401.19499523146,50.231864656997026,2.7038783287513084,358.98482416699835,1,Ataque,180.8347127651893,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12349427975798,12349429038948,213434.98993425845,451426.13812411565,52.52122308876268,2.2896892125252677,6.642195497637017,1,Ataque,189.07640311954566,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12350427975798,12350429465393,213421.34539815894,451493.4997578379,54.8752870416306,2.35440408268407,7.365571019073221,1,Ataque,197.55103334987015,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12351427975798,12351429147744,213463.50125777995,451450.4109223848,55.07784246386516,0.20258468870306245,7.3650806369973045,1,Ataque,198.28023286991458,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12352427975798,12352429277289,213455.76272576186,451634.66431688244,55.339469824270424,0.26166516195517175,21.696957666361826,1,Ataque,199.22209136737354,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12353427975798,12353429754064,213389.7079452864,451643.87713346095,54.035122864503656,-1.3045354199362933,31.873151447114992,1,Ataque,194.52644231221316,Alto,Mensaje anómalo
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12354427975798,12354429073174,213412.29991284318,451598.18755967607,55.00608396860821,0.9711013946100095,31.942571998470886,1,Ataque,198.02190228698956,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12355146349248,12355147653707,213904.11449535852,451391.99578747945,6.913193631239743,-0.32079428909346497,252.59369155572202,0,Normal,24.887497072463074,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12355427975798,12355429514348,213432.9019812989,451736.7756223656,54.78510767490366,-0.22100822173524648,35.163452259897234,1,Ataque,197.22638762965317,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12356146349248,12356148277104,213897.0295976734,451390.5312738451,6.9799996720775885,0.0668113944703137,252.63898710239965,0,Normal,25.12799881947932,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12356427975798,12356429847465,213505.07608251448,451699.6079435349,54.00733312802259,-0.7778869245899784,51.021885684340994,1,Ataque,194.4263992608813,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12357146349248,12357147524546,213891.72672002437,451388.81650340813,5.784273609309236,-1.195821884610103,242.89431563097304,0,Normal,20.823384993513248,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12357427975798,12357429823792,213527.6340216185,451736.64254319883,55.36932245579394,1.3621861164690898,61.682824178247216,1,Ataque,199.3295608408582,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12358146349248,12358147441828,213890.3904997804,451384.1578555761,5.600442161814699,-0.18384617918636703,183.97206280834027,0,Normal,20.161591782532916,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12358427975798,12358429518402,213592.4928905796,451762.86770180066,55.33395574105897,-0.03537182473810674,67.77556180302449,1,Ataque,199.2022406678123,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12359146349248,12359147598681,213893.50564167343,451379.2866841138,6.010453960365196,0.41004465564619785,139.14274726033594,0,Normal,21.63763425731471,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12359427975798,12359429722781,213656.56276724112,451863.3149613592,55.45343618549947,0.11949770771898471,67.77528436661109,1,Ataque,199.6323702677981,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12360146349248,12360147713083,213895.5352124964,451374.6201857421,4.897774166610063,-1.1127689605220334,147.1406908447373,0,Normal,17.631986999796226,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12360427975798,12360429361774,213687.33425784804,451863.5261699615,54.27476673786683,-1.1788397491327487,66.85340118697698,1,Ataque,195.3891602563206,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12361146349248,12361147632524,213892.42004924273,451370.5690894169,5.5700753466244155,0.6723550561815497,213.27990088951844,0,Normal,20.052271247847898,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12361427975798,12361429752623,213737.51352551393,451895.6749211424,55.50393724209279,1.2293481024331427,66.11358687532247,1,Ataque,199.81417407153404,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12362146349248,12362147672978,213887.76146931836,451368.8174605577,5.043715086957106,-0.52640244057402,242.49816411431976,0,Normal,18.157374313045583,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12362427975798,12362429847279,213872.58440594512,451909.8637511323,54.696534609368896,-0.8075192912831,68.21126842161962,1,Ataque,196.90752459372803,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12363146349248,12363147848069,213881.379896346,451366.7447737132,6.494830900657625,1.4512321016984062,243.96973339660028,0,Normal,23.381391242367453,Bajo,Mensaje normal
veh_3986,veh_4022,InTAS_urban_2,randomPositionOffset,12363427975798,12363429580858,213838.89296064657,451837.9191288686,54.520394682139525,-0.17616537702269852,83.87415697963375,1,Ataque,196.27342085570228,Alto,Mensaje anómalo
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12364146349248,12364147407372,213874.18026974236,451364.15902834805,7.779245503111386,1.2845175315247328,244.2114359522041,0,Normal,28.00528381120099,Bajo,Mensaje normal
veh_4027,veh_4022,InTAS_urban_2,randomPositionOffset,12365146349248,12365147336953,213868.15592593112,451362.5598205433,6.537247868907403,-1.2420971641084186,246.44521830255215,0,Normal,23.53409232806665,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12711085477687,12711086618541,213895.79581895034,450461.9364619561,11.693468492950185,-0.6740678668138571,297.64333139451884,0,Normal,42.09648657462067,Bajo,Mensaje normal
veh_4101,veh_4188,InTAS_urban_2,randomPositionOffset,12711155892984,12711156930429,214066.2357341781,450463.5500249124,14.24535218959042,0.7964460427640017,108.60309822439626,1,Ataque,51.283267882525514,Alto,Mensaje anómalo
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12711308325410,12711309749982,213916.552061284,450485.24961076403,10.874381551597777,1.7711752950446673,55.118841496606265,0,Normal,39.147773585752,Bajo,Mensaje normal
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12711499747223,12711501435905,213836.48254037957,450418.07789683965,13.478348941398288,0.438979190564714,289.05797702645106,1,Ataque,48.52205618903384,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12712085477687,12712087231849,213885.37537281384,450466.6172825421,11.499809010873243,-0.19363932225387614,300.31226592050643,0,Normal,41.39931243914368,Bajo,Mensaje normal
veh_4101,veh_4188,InTAS_urban_2,randomPositionOffset,12712155892984,12712157222923,214072.2866379371,450455.41332836356,13.926504433958197,-0.3187982066767301,108.57121256308393,1,Ataque,50.13541596224951,Alto,Mensaje anómalo
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12712308325410,12712309849078,213926.41261113773,450492.70777996373,12.366062498315578,1.4918032257303615,54.54795483220857,0,Normal,44.51782499393608,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12712440239770,12712441503583,214025.3248985856,450378.1539463848,11.469715024539395,0.6230231643654403,287.2128392543412,1,Ataque,41.29097408834183,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12712499747223,12712500903281,213839.1993815844,450485.39001726446,12.873668576582808,-0.604675650363788,291.71944825948697,1,Ataque,46.34520687569811,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12713085477687,12713086722119,213874.33033867084,450472.40224368626,12.486305530551144,0.9863938260474239,303.29653933650815,0,Normal,44.95069990998412,Bajo,Mensaje normal
veh_4101,veh_4188,InTAS_urban_2,randomPositionOffset,12713155892984,12713156970297,214101.281743524,450465.36212252924,13.581933405253405,-0.34451748235151136,108.53559225906902,1,Ataque,48.89496025891226,Alto,Mensaje anómalo
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12713308325410,12713310208691,213936.4430731939,450500.59207869944,12.83799743110218,0.4719736191676933,53.067569643013755,0,Normal,46.21679075196785,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12713440239770,12713442029336,214005.32279397914,450380.0466290209,11.700047668643393,0.23034597355872322,286.01351761961075,1,Ataque,42.12017160711621,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12713499747223,12713501382264,213817.92009607074,450497.5215247238,13.009201684628538,0.13553205134812885,294.4462855159015,1,Ataque,46.833126064662736,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12714085477687,12714086750231,213864.43299593256,450477.9999022033,11.455491871330949,-1.0307063522050157,305.78634042788,0,Normal,41.23977073679142,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12714240447245,12714241658599,213661.93811218924,450622.64419744594,10.199001927423419,0.2806420544162389,130.65427761771332,0,Normal,36.71640693872431,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12714308325410,12714309984296,213945.0871563072,450508.6172183782,11.962029710485456,-0.8760395271703612,49.43387493935311,0,Normal,43.06330695774764,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12714440239770,12714441438927,214085.7760012233,450431.28133799694,10.835256185979718,-0.8648415285395448,285.6906721058167,1,Ataque,39.00692226952699,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12714499747223,12714501161058,213931.95010147456,450526.83067477617,13.209018494198753,0.19981525167822767,297.53172053707357,1,Ataque,47.55246657911551,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12715085477687,12715086938509,213854.46926652605,450484.06021600345,11.646450654126156,0.1909389041131373,306.00559282569304,0,Normal,41.92722235485416,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12715240447245,12715241470589,213670.35184832496,450616.5576826141,10.170119655706907,-0.02888711739797145,130.59781552345717,0,Normal,36.61243076054487,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12715308325410,12715309924406,213954.4515879292,450516.70095058,12.130106435812365,0.16809050324373054,49.40339438062984,0,Normal,43.668383168924514,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12715440239770,12715441223506,213992.2093242622,450387.237854985,11.594263398234155,0.7590511363465335,285.97550843582695,1,Ataque,41.73934823364296,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12715499747223,12715501538883,213901.60941061602,450425.23761249566,12.545514291046016,-0.6634990300750356,299.275138296954,1,Ataque,45.16385144776566,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12716085477687,12716086776010,213844.52067026566,450490.9703634355,12.173074657643397,0.5265691823093217,311.86888710938445,0,Normal,43.82306876751623,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12716240447245,12716242354801,213678.30017612263,450611.03803743166,9.681434562178534,-0.4887670819647614,130.68325501842114,0,Normal,34.85316442384273,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12716308325410,12716309497943,213962.19460507281,450526.5571921559,12.616999990704198,0.48693346749059785,38.93336153919577,0,Normal,45.42119996653511,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12716440239770,12716441270933,213990.49250955752,450369.5719071895,11.425556442613598,-0.1687167187687013,285.914052418136,1,Ataque,41.132003193408956,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12716499747223,12716501404797,213794.3859022068,450451.8955174222,13.491122960353863,0.945601296774111,303.4864910425332,1,Ataque,48.56804265727391,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12717085477687,12717087117086,213834.62513198768,450498.42896679405,12.386140275856429,0.21304343822412264,311.76703987576815,0,Normal,44.590104993083145,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12717240447245,12717242122840,213686.2102702675,450605.2559612801,9.72495650909653,0.04352924874983799,130.65943225242674,0,Normal,35.00984343274751,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12717308325410,12717310022701,213969.25543886132,450536.09213326895,11.982424846451517,-0.6346271628979583,39.04557620671259,0,Normal,43.13672944722546,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12717440239770,12717441415930,213961.50232525702,450488.4691712004,11.9737061534963,0.5481814325554293,286.1099999819177,1,Ataque,43.10534215258668,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12717499747223,12717501405133,213813.08192975848,450515.17198411433,13.176862444463325,-0.31425806572660697,305.4891024997376,1,Ataque,47.43670480006797,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12718085477687,12718087023417,213824.98246961596,450505.78730835265,12.097244955515425,-0.28886524653062295,311.9056610924072,0,Normal,43.55008183985553,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12718240447245,12718242295436,213694.36473958343,450599.2818175371,10.337280785845694,0.6124270085711032,130.33502618989473,0,Normal,37.2142108290445,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12718308325410,12718309297882,213976.80822125968,450545.7845655571,12.23097964174249,0.24857517031487042,39.00077290376044,0,Normal,44.03152671027296,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12718440239770,12718441322791,214051.22566750814,450376.4902821595,10.902010235989334,-1.0717579370364536,285.7165993648672,1,Ataque,39.2472368495616,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12718499747223,12718500692320,213886.47088328126,450543.50025041634,13.21867245417478,0.04180968373548133,305.4955778797411,1,Ataque,47.58722083502921,Alto,Mensaje anómalo
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12719085477687,12719086532839,213815.17344094694,450513.09834197676,12.2980934245721,0.20082756086485531,311.80886415046564,0,Normal,44.27313632845956,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12719240447245,12719241518459,213703.41638686307,450593.42572191707,10.643332724873057,0.30610328644979745,130.18017802137004,0,Normal,38.315997809543006,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12719308325410,12719310201432,213984.06096078377,450555.1519217026,11.856888845316417,-0.37412146213464403,39.06863156092893,0,Normal,42.6847998431391,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12719440239770,12719441508480,214016.74121157613,450385.3052586856,10.967791899756188,0.06578547058161277,285.7419801857179,1,Ataque,39.484050839122276,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12719499747223,12719500970611,213882.9476460985,450444.5905973659,12.596891037712938,-0.6217765686800707,305.396429370669,1,Ataque,45.34880773576658,Alto,Mensaje anómalo
veh_4107,veh_4188,InTAS_urban_2,randomPositionOffset,12720051747150,12720053600662,214055.76578220163,450404.99659302155,11.734292542119215,-0.8273508009500805,287.77360708047195,0,Normal,42.243453151629176,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12720085477687,12720086432454,213807.757638945,450522.12857622723,11.797164581898643,-0.5008766963146627,340.1360550532078,0,Normal,42.46979249483512,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12720240447245,12720241456669,213712.11395900487,450586.9750686616,10.711636934032844,0.06831566879991513,130.14626145468,0,Normal,38.56189296251824,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12720308325410,12720309881290,213991.09664355454,450564.6688405469,11.872255351666906,0.015367766004054317,39.065793848453424,0,Normal,42.74011926600086,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12720440239770,12720441973015,213913.9647587232,450369.02378744737,10.77848389332995,-0.18931896176654917,285.66848515132835,1,Ataque,38.80254201598782,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12720499747223,12720500900146,213841.65041291056,450486.60833998007,12.974075832198887,0.3771818537265066,326.4688406561926,1,Ataque,46.706672995915994,Alto,Mensaje anómalo
veh_4107,veh_4188,InTAS_urban_2,randomPositionOffset,12721051747150,12721053640472,214043.60316711068,450409.08039149735,12.526399183811721,0.7921420480823151,286.27695971008933,0,Normal,45.095037061722195,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12721085477687,12721087242479,213797.99170675626,450529.5674115634,12.255206281973434,0.4579940182389688,310.1100821709204,0,Normal,44.11874261510437,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12721240447245,12721241865338,213720.588985453,450581.09956827195,10.423490580417072,-0.2881946969544522,130.583463686963,0,Normal,37.52456608950146,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12721308325410,12721309658537,213998.59109927135,450574.62040160096,12.564230440318177,0.6920318125979978,38.94305890630301,0,Normal,45.231229585145435,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12721440239770,12721441205556,214000.68762818023,450486.14206296444,11.840506184906763,1.0620837512891743,286.0633681377815,1,Ataque,42.62582226566435,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12721499747223,12721501363670,213830.0177047585,450465.92482134857,13.213386632645255,0.23930893463548308,303.77155232802556,1,Ataque,47.56819187752292,Alto,Mensaje anómalo
veh_4107,veh_4188,InTAS_urban_2,randomPositionOffset,12722051747150,12722052696707,214032.19042850359,450413.4562051684,12.31808327200659,-0.20832522332202785,286.2072710281785,0,Normal,44.34509977922372,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12722085477687,12722086997503,213788.47162142544,450536.05769599625,11.505407538827658,-0.7497206895961437,308.624928133718,0,Normal,41.41946713977957,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12722240447245,12722242124154,213728.75762291733,450575.3546273655,9.905301602970399,-0.5182759158546109,130.8543501196077,0,Normal,35.65908577069344,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12722308325410,12722309505336,214008.6676989856,450582.4433674128,12.660207118590916,0.09598454586230254,58.93644078503797,0,Normal,45.5767456269273,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12722440239770,12722441312972,213996.24470399154,450497.1112813548,11.727583834296885,-0.11292888547759539,286.0233458170142,1,Ataque,42.21930180346879,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12722499747223,12722501153704,213735.1158893416,450592.01786377135,12.953182303992667,-0.26020229994319344,301.8698607665161,1,Ataque,46.631456294373606,Alto,Mensaje anómalo
veh_4107,veh_4188,InTAS_urban_2,randomPositionOffset,12723051747150,12723053607144,214021.1869509532,450417.2034618862,11.548441808804817,-0.7696758654201403,285.93683495167664,0,Normal,41.574390511697345,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12723085477687,12723086887697,213778.27952442336,450542.77767117636,12.238179837337507,0.7326960174017589,308.2600035511847,0,Normal,44.05744741441502,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12723240447245,12723241716943,213736.68699757007,450569.4237778255,10.029978472197868,0.12469778670929443,131.52723104331847,0,Normal,36.10792249991233,Bajo,Mensaje normal
veh_4097,veh_4188,InTAS_urban_2,randomPositionOffset,12723308325410,12723310012953,214016.21056484472,450591.853047436,12.019376110367302,-0.6408835396869108,40.5068866028511,0,Normal,43.26975399732229,Bajo,Mensaje normal
veh_4082,veh_4188,InTAS_urban_2,randomPositionOffset,12723440239770,12723441496237,213889.39983573515,450411.39976937656,11.145501070951227,-0.5821164487395425,285.8097174967057,1,Ataque,40.12380385542442,Alto,Mensaje anómalo
veh_4033,veh_4188,InTAS_urban_2,randomPositionOffset,12723499747223,12723501255240,213834.6779572875,450492.19528915186,13.331707044111024,0.37852178891189325,301.92881398066754,1,Ataque,47.994145358799685,Alto,Mensaje anómalo
veh_4107,veh_4188,InTAS_urban_2,randomPositionOffset,12724051747150,12724053602678,214009.6071401025,450421.387976227,12.336974749241861,0.7885681870859127,286.2136508926934,0,Normal,44.4131090972707,Bajo,Mensaje normal
veh_4012,veh_4188,InTAS_urban_2,randomPositionOffset,12724085477687,12724086691078,213768.03624822554,450549.4845197519,12.27407449716695,0.035890923219268345,308.2428055750068,0,Normal,44.18666818980102,Bajo,Mensaje normal
veh_4036,veh_4188,InTAS_urban_2,randomPositionOffset,12724240447245,12724241654174,213745.02915241488,450562.92511435476,10.603623423884041,0.5737411941401653,132.0515413575332,0,Normal,38.17304432598255,Bajo,Mensaje normal
